Date,Open,High,Low,Close,Adj Close,Volume
13-10-2017,0.015373,0.015468,0.015373,0.015374,0.015374,0
16-10-2017,0.015458,0.015464,0.01544,0.015462,0.015462,0
17-10-2017,0.015458,0.015458,0.015375,0.015457,0.015457,0
18-10-2017,0.015379,0.01541,0.015348,0.015402,0.015402,0
19-10-2017,0.015374,0.015399,0.015357,0.015375,0.015375,0
20-10-2017,0.015387,0.015407,0.015363,0.015407,0.015407,0
23-10-2017,0.015377,0.015389,0.015363,0.01536,0.01536,0
24-10-2017,0.015382,0.01541,0.015328,0.015376,0.015376,0
25-10-2017,0.015366,0.015443,0.015336,0.015366,0.015366,0
26-10-2017,0.015404,0.015454,0.015404,0.015423,0.015423,0
27-10-2017,0.015424,0.01548,0.015346,0.01548,0.01548,0
30-10-2017,0.015415,0.015434,0.015378,0.015415,0.015415,0
31-10-2017,0.015422,0.015454,0.015418,0.015422,0.015422,0
01-11-2017,0.015463,0.015513,0.015446,0.015463,0.015463,0
02-11-2017,0.015491,0.015513,0.015464,0.015491,0.015491,0
03-11-2017,0.015504,0.01553,0.015458,0.015504,0.015504,0
06-11-2017,0.015458,0.015489,0.015446,0.015458,0.015458,0
07-11-2017,0.015482,0.015484,0.015344,0.015482,0.015482,0
08-11-2017,0.015346,0.015413,0.015342,0.015346,0.015346,0
09-11-2017,0.015406,0.015423,0.015362,0.015406,0.015406,0
10-11-2017,0.015392,0.015394,0.015298,0.015392,0.015392,0
13-11-2017,0.015347,0.01535,0.015258,0.015347,0.015347,0
14-11-2017,0.015282,0.015315,0.015249,0.015282,0.015282,0
15-11-2017,0.015287,0.015349,0.015275,0.015287,0.015287,0
16-11-2017,null,null,null,null,null,null
17-11-2017,0.015335,0.015461,0.015317,0.015335,0.015335,0
20-11-2017,0.015407,0.015407,0.015356,0.015407,0.015407,0
21-11-2017,0.015379,0.015431,0.01535,0.015379,0.015379,0
22-11-2017,0.015442,0.015458,0.015396,0.015441,0.015441,0
23-11-2017,0.015439,0.015494,0.015413,0.015439,0.015439,0
24-11-2017,0.015485,0.015495,0.015442,0.015485,0.015485,0
27-11-2017,0.015493,0.015541,0.01543,0.015493,0.015493,0
28-11-2017,0.01552,0.015547,0.015481,0.01552,0.01552,0
29-11-2017,0.015521,0.015559,0.015509,0.015511,0.015511,0
30-11-2017,0.015524,0.015527,0.015466,0.015524,0.015524,0
01-12-2017,0.015504,0.015513,0.015477,0.015504,0.015504,0
