Date,Open,High,Low,Close,Adj Close,Volume
13-10-2017,0.801597,0.803,0.799354,0.801603,0.801603,0
16-10-2017,0.801385,0.80197,0.796851,0.801475,0.801475,0
17-10-2017,0.798563,0.798658,0.794344,0.798531,0.798531,0
18-10-2017,0.800237,0.801802,0.798021,0.800128,0.800128,0
19-10-2017,0.80224,0.803277,0.800955,0.802195,0.802195,0
20-10-2017,0.801423,0.801603,0.79228,0.801237,0.801237,0
23-10-2017,0.791352,0.792896,0.789989,0.791327,0.791327,0
24-10-2017,0.791202,0.79233,0.789042,0.791202,0.791202,0
25-10-2017,0.789173,0.789921,0.781043,0.789204,0.789204,0
26-10-2017,0.781586,0.78235,0.778755,0.781677,0.781677,0
27-10-2017,0.778246,0.778331,0.774246,0.778331,0.778331,0
30-10-2017,0.779606,0.780518,0.777563,0.779344,0.779344,0
31-10-2017,0.779606,0.779788,0.774443,0.77977,0.77977,0
01-11-2017,0.775687,0.777001,0.774713,0.775723,0.775723,0
02-11-2017,0.777061,0.780945,0.777061,0.776741,0.776741,0
03-11-2017,0.780945,0.786176,0.779126,0.780792,0.780792,0
06-11-2017,0.783619,0.785423,0.782381,0.783699,0.783699,0
07-11-2017,0.786535,0.786844,0.780147,0.786559,0.786559,0
08-11-2017,0.783656,0.785978,0.782859,0.783613,0.783613,0
09-11-2017,0.785688,0.788208,0.784911,0.785682,0.785682,0
10-11-2017,0.788718,0.78954,0.787718,0.788749,0.788749,0
13-11-2017,0.787848,0.788768,0.784972,0.78791,0.78791,0
14-11-2017,0.785219,0.78729,0.782938,0.785133,0.785133,0
15-11-2017,0.785151,0.786609,0.782008,0.785238,0.785238,0
16-11-2017,null,null,null,null,null,null
17-11-2017,0.783846,0.786658,0.77991,0.783828,0.783828,0
20-11-2017,0.781519,0.784012,0.780792,0.781739,0.781739,0
21-11-2017,0.780457,0.784271,0.779089,0.780439,0.780439,0
22-11-2017,0.782963,0.786411,0.782791,0.78284,0.78284,0
23-11-2017,0.786999,0.789204,0.78596,0.787092,0.787092,0
24-11-2017,0.786596,0.787836,0.78456,0.786621,0.786621,0
27-11-2017,0.786559,0.788706,0.784252,0.786535,0.786535,0
28-11-2017,0.783816,0.784191,0.779818,0.783797,0.783797,0
29-11-2017,0.780384,0.780921,0.776838,0.780354,0.780354,0
30-11-2017,0.777267,0.778168,0.775086,0.777484,0.777484,0
01-12-2017,0.775621,0.787581,0.775386,0.775711,0.775711,0
04-12-2017,0.786293,0.789883,0.785848,0.786281,0.786281,0
05-12-2017,0.788824,0.792023,0.787606,0.78883,0.78883,0
06-12-2017,0.787774,0.790127,0.781702,0.787774,0.787774,0
07-12-2017,0.782044,0.782069,0.777224,0.78205,0.78205,0
08-12-2017,0.777805,0.780469,0.776476,0.777726,0.777726,0
11-12-2017,0.777665,0.779545,0.777109,0.777605,0.777605,0
12-12-2017,0.778041,0.780463,0.776018,0.778028,0.778028,0
13-12-2017,0.777055,0.779861,0.776458,0.777122,0.777122,0
14-12-2017,0.780189,0.781311,0.77743,0.780275,0.780275,0
15-12-2017,0.781629,0.784997,0.778434,0.781586,0.781586,0
18-12-2017,0.776681,0.778755,0.776373,0.776735,0.776735,0
19-12-2017,0.777248,0.77821,0.774425,0.777309,0.777309,0
20-12-2017,0.776518,0.780092,0.776464,0.776506,0.776506,0
21-12-2017,0.779685,0.78625,0.778907,0.779642,0.779642,0
22-12-2017,0.785009,0.787513,0.781598,0.785176,0.785176,0
25-12-2017,0.785978,0.788606,0.781739,0.785793,0.785793,0
26-12-2017,0.786411,0.788246,0.785694,0.786442,0.786442,0
27-12-2017,0.788208,0.792079,0.787718,0.788208,0.788208,0
28-12-2017,0.790414,0.794856,0.790345,0.790533,0.790533,0
29-12-2017,0.795988,0.798945,0.795513,0.79583,0.79583,0
01-01-2018,0.794862,0.809481,0.791264,0.794862,0.794862,0
02-01-2018,0.796565,0.800006,0.796394,0.796495,0.796495,0
03-01-2018,0.799744,0.799994,0.797124,0.79975,0.79975,0
04-01-2018,0.797016,0.799309,0.796508,0.79701,0.79701,0
05-01-2018,0.800596,0.809166,0.799226,0.800621,0.800621,0
08-01-2018,0.80677,0.807898,0.803632,0.806894,0.806894,0
09-01-2018,0.805432,0.806582,0.8015,0.805503,0.805503,0
10-01-2018,0.80186,0.804635,0.80041,0.801719,0.801719,0
11-01-2018,0.797894,0.798499,0.794527,0.798046,0.798046,0
12-01-2018,0.798594,0.800346,0.796483,0.798786,0.798786,0
15-01-2018,0.802536,0.806296,0.801963,0.802542,0.802542,0
16-01-2018,0.804602,0.80653,0.803135,0.804861,0.804861,0
17-01-2018,0.804894,0.806016,0.799942,0.804816,0.804816,0
18-01-2018,0.80362,0.804473,0.801032,0.80402,0.80402,0
19-01-2018,0.805854,0.806517,0.802343,0.805717,0.805717,0
22-01-2018,0.800852,0.804137,0.800307,0.800891,0.800891,0
23-01-2018,0.803045,0.804337,0.800596,0.803084,0.803084,0
24-01-2018,0.805503,0.81182,0.804835,0.805523,0.805523,0
25-01-2018,0.809782,0.814166,0.809756,0.809553,0.809553,0
26-01-2018,0.807696,0.81281,0.807513,0.808016,0.808016,0
29-01-2018,0.812077,0.812282,0.809179,0.81215,0.81215,0
30-01-2018,0.810675,0.812348,0.807865,0.810754,0.810754,0
31-01-2018,0.810642,0.816027,0.809953,0.810629,0.810629,0
01-02-2018,0.812777,0.815076,0.810971,0.812876,0.812876,0
02-02-2018,0.815794,0.81586,0.806185,0.815621,0.815621,0
05-02-2018,0.804285,0.806647,0.80048,0.804376,0.804376,0
06-02-2018,0.797811,0.799642,0.7959,0.797709,0.797709,0
07-02-2018,0.799655,0.800237,0.796648,0.799725,0.799725,0
08-02-2018,0.795716,0.796997,0.792889,0.795862,0.795862,0
09-02-2018,0.794155,0.795855,0.788606,0.794243,0.794243,0
12-02-2018,0.794401,0.796495,0.792374,0.79447,0.79447,0
13-02-2018,0.794849,0.795748,0.792154,0.795102,0.795102,0
14-02-2018,0.794325,0.797887,0.790683,0.794344,0.794344,0
15-02-2018,0.801122,0.802195,0.79769,0.801077,0.801077,0
16-02-2018,0.801308,0.803181,0.796654,0.801154,0.801154,0
19-02-2018,0.796343,0.798276,0.794187,0.796381,0.796381,0
20-02-2018,0.795703,0.796305,0.791929,0.795735,0.795735,0
21-02-2018,0.790764,0.790952,0.788501,0.790701,0.790701,0
22-02-2018,0.787457,0.789004,0.784277,0.787544,0.787544,0
23-02-2018,0.786516,0.791246,0.785861,0.786658,0.786658,0
26-02-2018,0.790695,0.792738,0.786733,0.790608,0.790608,0
27-02-2018,0.788308,0.789472,0.783675,0.788395,0.788395,0
28-02-2018,0.782889,0.783638,0.780171,0.783018,0.783018,0
01-03-2018,0.779059,0.77994,0.777375,0.779241,0.779241,0
02-03-2018,0.779411,0.780153,0.775002,0.779296,0.779296,0
05-03-2018,0.776036,0.776542,0.770001,0.77591,0.77591,0
06-03-2018,0.770464,0.777079,0.76958,0.770422,0.770422,0
07-03-2018,0.772356,0.775464,0.76955,0.772266,0.772266,0
08-03-2018,0.774953,0.777188,0.772141,0.774821,0.774821,0
09-03-2018,0.775494,0.780031,0.774713,0.775428,0.775428,0
12-03-2018,0.780518,0.781189,0.778919,0.780506,0.780506,0
13-03-2018,0.778616,0.779423,0.77312,0.778689,0.778689,0
14-03-2018,0.771807,0.773784,0.770772,0.771784,0.771784,0
15-03-2018,0.771974,0.772463,0.765615,0.772082,0.772082,0
16-03-2018,0.765972,0.766577,0.763534,0.766184,0.766184,0
19-03-2018,0.76372,0.766078,0.76194,0.763825,0.763825,0
20-03-2018,0.764421,0.765837,0.763394,0.764491,0.764491,0
21-03-2018,0.764853,0.772165,0.764801,0.764853,0.764853,0
22-03-2018,0.775308,0.779454,0.773204,0.775362,0.775362,0
23-03-2018,0.773395,0.779697,0.773084,0.773329,0.773329,0
26-03-2018,0.776398,0.778816,0.774072,0.776355,0.776355,0
27-03-2018,0.779029,0.780323,0.775176,0.779053,0.779053,0
28-03-2018,0.77647,0.777424,0.773467,0.776488,0.776488,0
29-03-2018,0.774114,0.777315,0.773389,0.77406,0.77406,0
30-03-2018,0.775958,0.777641,0.775242,0.775976,0.775976,0
02-04-2018,0.775603,0.777406,0.773455,0.775621,0.775621,0
03-04-2018,0.773964,0.782387,0.773916,0.773934,0.773934,0
04-04-2018,0.780945,0.782816,0.778483,0.780872,0.780872,0
05-04-2018,0.784129,0.784578,0.781079,0.784037,0.784037,0
06-04-2018,0.783128,0.785299,0.781537,0.783134,0.783134,0
09-04-2018,0.782411,0.787358,0.78022,0.782552,0.782552,0
10-04-2018,0.787172,0.79343,0.787079,0.787278,0.787278,0
11-04-2018,0.793991,0.797035,0.792255,0.794067,0.794067,0
12-04-2018,0.795735,0.796115,0.79233,0.795735,0.795735,0
13-04-2018,0.79442,0.796813,0.792745,0.794357,0.794357,0
16-04-2018,0.793569,0.795545,0.792236,0.793537,0.793537,0
17-04-2018,0.795729,0.797346,0.795033,0.795798,0.795798,0
18-04-2018,0.796343,0.796857,0.790708,0.796286,0.796286,0
19-04-2018,0.792142,0.794218,0.790826,0.792017,0.792017,0
20-04-2018,0.789496,0.791434,0.78456,0.789584,0.789584,0
23-04-2018,0.783288,0.784375,0.778349,0.783288,0.783288,0
24-04-2018,0.778598,0.780299,0.777708,0.778574,0.778574,0
25-04-2018,0.779873,0.780031,0.775428,0.779952,0.779952,0
26-04-2018,0.778974,0.779873,0.776283,0.779059,0.779059,0
27-04-2018,0.777001,0.778392,0.775218,0.776983,0.776983,0
30-04-2018,0.778671,0.780329,0.776765,0.778828,0.778828,0
01-05-2018,0.779302,0.780092,0.774563,0.779338,0.779338,0
02-05-2018,0.778513,0.780957,0.776271,0.778501,0.778501,0
03-05-2018,0.776295,0.780153,0.774839,0.776277,0.776277,0
04-05-2018,0.778228,0.779059,0.774287,0.778174,0.778174,0
07-05-2018,0.777835,0.778998,0.775765,0.777859,0.777859,0
08-05-2018,0.776349,0.776759,0.769408,0.776458,0.776458,0
09-05-2018,0.772302,0.778543,0.770832,0.772559,0.772559,0
10-05-2018,0.778416,0.784665,0.778265,0.778228,0.778228,0
11-05-2018,0.783024,0.785546,0.78136,0.783098,0.783098,0
14-05-2018,0.782405,0.78408,0.78183,0.782411,0.782411,0
15-05-2018,0.781232,0.7818,0.773808,0.78125,0.78125,0
16-05-2018,0.776868,0.782601,0.776741,0.776874,0.776874,0
